9c8w,13.620000839233398
7jta,14.699934959411621
9r2o,30.137073516845703
7dns,13.448004722595215
6ty2,11.80041217803955
8zlh,26.777008056640625
8s4s,20.401826858520508
7azv,22.83079719543457
9eie,25.517908096313477
7yoa,6.109634876251221
7x4b,13.549694061279297
8hns,9.139154434204102
8s1c,10.135553359985352
6wa1,16.344953536987305
8guv,19.863977432250977
7o6s,23.608139038085938
7plp,8.43475341796875
7vu5,9.554466247558594
8drd,15.603351593017578
6wu7,10.868425369262695
8xh6,5.616174697875977
8h56,19.320768356323242
7sj6,21.78725814819336
7pvz,7.92313289642334
7cme,13.034808158874512
8ytc,20.657896041870117
